Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,SKU5713,33.69,20,240,2769.2,Female,41,4,23,6,Carrier C,3.61,Supplier 5,Mumbai,12,433,15,91.53,Fail,3.43,Road,Route C,605.96
cosmetics,SKU5714,5.51,39,629,8829.57,Female,99,7,81,8,Carrier B,3.67,Supplier 4,Kolkata,1,675,9,10.25,Pass,0.86,Sea,Route B,981.55
skincare,SKU5715,78.93,20,759,6340.57,Non-binary,90,12,18,7,Carrier C,4.67,Supplier 4,Delhi,22,891,27,34.34,Fail,1.11,Road,Route A,704.91
skincare,SKU5716,43.14,42,128,9941.13,Unknown,19,21,93,10,Carrier A,5.36,Supplier 4,Delhi,14,597,1,83.87,Pass,2.34,Sea,Route A,356.25
skincare,SKU5717,21.28,28,993,8885.25,Female,94,4,93,7,Carrier C,8.82,Supplier 3,Mumbai,3,456,27,62.26,Pending,4.19,Road,Route A,254.81
haircare,SKU5718,57.21,79,746,6915.36,Female,58,26,72,1,Carrier B,2.89,Supplier 3,Mumbai,22,631,5,33.58,Fail,1.79,Sea,Route C,637.93
haircare,SKU5719,74.92,62,477,1933.79,Female,53,19,86,2,Carrier B,3.84,Supplier 5,Delhi,9,217,8,11.29,Pending,3.12,Air,Route A,705.71
haircare,SKU5720,46.72,65,317,7005.73,Non-binary,34,13,1,6,Carrier B,4.96,Supplier 1,Chennai,23,191,1,54.2,Pending,4.34,Road,Route C,153.02
cosmetics,SKU5721,62.28,72,558,6272.6,Male,13,19,42,9,Carrier B,6.8,Supplier 1,Kolkata,24,497,15,65.66,Pending,2.97,Road,Route B,135.46
cosmetics,SKU5722,2.07,39,292,2366.86,Unknown,10,26,42,8,Carrier C,8.68,Supplier 5,Mumbai,21,927,13,76.54,Pass,3.47,Air,Route A,411.48
cosmetics,SKU5723,76.97,10,509,4682.52,Non-binary,22,4,5,9,Carrier C,9.43,Supplier 4,Bangalore,29,470,5,69.66,Pass,0.18,Rail,Route C,391.86
skincare,SKU5724,63.62,62,407,3247.59,Unknown,25,11,89,3,Carrier B,5.22,Supplier 2,Bangalore,1,419,20,18.79,Pass,2.5,Sea,Route C,476.69
skincare,SKU5725,69.01,91,885,1126.16,Female,79,21,27,6,Carrier B,9.58,Supplier 2,Bangalore,19,912,19,93.68,Pending,3.07,Road,Route B,692.82
cosmetics,SKU5726,60.62,72,392,2323.15,Non-binary,22,16,98,10,Carrier C,3.17,Supplier 3,Mumbai,10,992,27,45.28,Fail,4.6,Air,Route A,221.68
haircare,SKU5727,24.25,29,691,4437.35,Male,25,12,32,2,Carrier A,3.09,Supplier 2,Bangalore,15,932,24,85.14,Pending,1.36,Sea,Route B,837.09
cosmetics,SKU5728,35.43,17,206,2295.95,Non-binary,93,10,79,3,Carrier B,4.3,Supplier 4,Chennai,11,940,11,73.39,Pending,2.42,Rail,Route A,776.83
cosmetics,SKU5729,80.3,79,777,4869.55,Female,17,13,5,4,Carrier C,5.83,Supplier 3,Kolkata,5,765,14,74.46,Pass,2.89,Air,Route A,177.1
haircare,SKU5730,79.74,60,762,5749.14,Female,33,30,27,4,Carrier A,2.73,Supplier 4,Bangalore,26,348,18,57.21,Pass,3.56,Rail,Route A,288.43
cosmetics,SKU5731,40.8,33,107,5301.88,Female,58,7,48,5,Carrier C,3.74,Supplier 4,Chennai,8,205,2,64.5,Fail,1.49,Road,Route B,396.1
skincare,SKU5732,11.19,10,156,7321.11,Female,66,27,36,6,Carrier B,4.24,Supplier 5,Delhi,8,414,25,95.07,Pass,3.22,Rail,Route C,947.96
cosmetics,SKU5733,77.48,46,248,7807.34,Non-binary,64,29,75,10,Carrier B,4.73,Supplier 4,Mumbai,25,145,15,7.89,Pending,3.5,Rail,Route B,902.72
cosmetics,SKU5734,90.24,14,73,3362.16,Male,45,3,35,6,Carrier A,7.06,Supplier 1,Mumbai,30,911,11,69.37,Pending,1.19,Air,Route C,847.77
cosmetics,SKU5735,64.5,43,447,4206.05,Male,6,24,93,4,Carrier C,9.59,Supplier 2,Delhi,7,297,28,15.81,Pending,3.15,Road,Route B,852.34
cosmetics,SKU5736,30.19,20,806,1257.49,Male,10,17,35,10,Carrier B,2.29,Supplier 4,Mumbai,5,931,28,22.38,Pending,2.97,Road,Route A,439.14
cosmetics,SKU5737,15.85,30,43,3593.36,Female,31,24,30,8,Carrier C,3.06,Supplier 4,Chennai,30,617,14,81.5,Pass,1.25,Rail,Route C,307.37
haircare,SKU5738,86.18,77,213,8772.07,Male,77,6,32,3,Carrier C,7.71,Supplier 3,Chennai,2,419,20,22.96,Pass,1.8,Road,Route C,951.9
haircare,SKU5739,41.62,77,219,2027.24,Male,16,7,43,5,Carrier B,5.35,Supplier 4,Kolkata,11,192,28,61.64,Pass,0.02,Sea,Route B,194.34
haircare,SKU5740,69.39,17,190,4179.24,Male,57,23,20,2,Carrier A,2.11,Supplier 5,Mumbai,15,395,7,28.38,Fail,1.95,Rail,Route A,813.85
cosmetics,SKU5741,66.69,10,410,6534.02,Non-binary,73,1,58,6,Carrier B,9.85,Supplier 4,Kolkata,7,344,25,71.76,Pass,3.92,Air,Route C,323.87
cosmetics,SKU5742,11.76,90,996,2182.84,Non-binary,83,7,19,3,Carrier A,2.97,Supplier 3,Kolkata,18,812,3,98.43,Pass,2.09,Rail,Route A,282.38
cosmetics,SKU5743,20.38,30,14,7029.13,Non-binary,52,18,2,4,Carrier C,3.54,Supplier 5,Chennai,8,123,30,3.4,Fail,3.8,Rail,Route B,377.23
skincare,SKU5744,64.19,92,19,6383.65,Male,70,13,32,3,Carrier A,3.1,Supplier 5,Delhi,21,195,2,22.86,Pass,2.24,Sea,Route A,127.88
haircare,SKU5745,99.62,70,345,8253.06,Male,14,14,27,1,Carrier A,4.44,Supplier 1,Kolkata,8,493,25,88.82,Pending,4.3,Road,Route A,784.21
skincare,SKU5746,68.24,4,860,7359.67,Non-binary,41,14,88,1,Carrier B,3.79,Supplier 4,Chennai,6,449,21,86.08,Fail,0.81,Road,Route A,996.49
cosmetics,SKU5747,85.25,9,391,4389.95,Female,75,5,43,3,Carrier C,9.46,Supplier 4,Delhi,8,792,29,11.73,Pass,1.92,Sea,Route B,156.24
haircare,SKU5748,88.61,25,638,2586.47,Male,82,15,38,9,Carrier C,1.48,Supplier 5,Delhi,15,399,8,13.29,Fail,4.09,Rail,Route C,582.54
skincare,SKU5749,80.94,32,804,6593.24,Female,78,28,72,8,Carrier A,3.34,Supplier 3,Mumbai,15,987,7,79.87,Pass,3.43,Sea,Route A,997.27
cosmetics,SKU5750,26.24,1,703,5004.53,Male,89,13,55,2,Carrier B,4.1,Supplier 2,Bangalore,23,618,27,77.9,Fail,0.86,Road,Route A,367.5
cosmetics,SKU5751,96.97,57,952,7618.26,Non-binary,98,24,83,9,Carrier A,6.26,Supplier 1,Mumbai,1,589,20,97.67,Pass,1.64,Rail,Route C,104.78
skincare,SKU5752,79.52,35,871,2348.84,Male,96,2,90,1,Carrier B,7.03,Supplier 2,Mumbai,19,433,4,84.68,Pass,4.09,Air,Route C,786.53
haircare,SKU5753,22.22,83,68,9308.24,Male,92,2,71,1,Carrier C,9.66,Supplier 4,Delhi,7,744,1,50.61,Fail,1.62,Rail,Route C,243.21
cosmetics,SKU5754,46.19,87,933,2069.23,Male,99,8,29,7,Carrier B,7.66,Supplier 1,Delhi,6,131,19,87.54,Pending,3.41,Air,Route B,130.13
haircare,SKU5755,8.6,72,2,2674.56,Female,55,29,12,2,Carrier A,4.78,Supplier 5,Chennai,8,610,4,23.64,Pass,3.09,Road,Route C,687.77
cosmetics,SKU5756,99.81,67,469,3421.07,Male,29,10,14,5,Carrier A,5.39,Supplier 2,Kolkata,29,564,5,52.43,Pending,0.97,Road,Route A,903.76
haircare,SKU5757,28.63,84,117,9055.72,Non-binary,96,30,22,1,Carrier A,1.12,Supplier 4,Chennai,16,221,18,89.4,Fail,0.31,Sea,Route B,969.94
cosmetics,SKU5758,35.09,74,822,5453.7,Unknown,20,22,59,4,Carrier A,6.61,Supplier 3,Bangalore,9,180,16,33.61,Fail,0.95,Rail,Route B,760.18
haircare,SKU5759,90.63,33,943,9269.9,Female,81,8,22,4,Carrier B,7.79,Supplier 4,Delhi,2,480,15,4.16,Pending,2.11,Road,Route A,914.85
skincare,SKU5760,96.03,97,526,5735.69,Male,11,6,24,5,Carrier A,2.92,Supplier 3,Bangalore,17,768,13,79.22,Pending,0.74,Sea,Route B,396.75
haircare,SKU5761,64.85,58,805,6783.84,Non-binary,4,6,76,6,Carrier C,7.0,Supplier 4,Mumbai,30,268,4,82.7,Pass,0.04,Rail,Route B,188.35
haircare,SKU5762,62.64,35,729,7248.05,Male,46,18,54,9,Carrier A,2.05,Supplier 2,Delhi,27,395,13,70.57,Fail,1.81,Sea,Route B,629.33
cosmetics,SKU5763,41.22,13,819,9110.95,Female,82,21,82,8,Carrier C,2.58,Supplier 2,Kolkata,23,784,16,57.73,Fail,1.22,Rail,Route B,888.74
haircare,SKU5764,23.39,27,125,8771.48,Non-binary,77,12,77,9,Carrier C,8.21,Supplier 2,Bangalore,15,103,9,90.56,Pending,1.57,Air,Route C,319.02
skincare,SKU5765,4.12,26,903,4983.87,Non-binary,87,16,19,8,Carrier B,8.69,Supplier 4,Delhi,17,376,11,58.56,Pass,4.9,Sea,Route A,167.69
skincare,SKU5766,20.72,44,266,9256.02,Male,63,3,17,9,Carrier A,5.39,Supplier 2,Kolkata,16,184,9,65.75,Pending,1.48,Rail,Route A,724.64
cosmetics,SKU5767,52.27,74,538,9519.29,Male,59,29,23,6,Carrier B,8.73,Supplier 5,Delhi,17,269,11,71.73,Pass,2.44,Air,Route A,200.47
haircare,SKU5768,7.91,76,617,6887.66,Male,100,26,53,7,Carrier A,4.35,Supplier 2,Mumbai,25,509,9,91.64,Pass,3.47,Sea,Route A,257.56
haircare,SKU5769,47.04,47,197,4330.56,Non-binary,20,24,94,9,Carrier B,1.21,Supplier 2,Mumbai,16,370,6,9.89,Pending,0.93,Air,Route C,820.28
haircare,SKU5770,77.16,53,881,7956.27,Female,77,1,32,5,Carrier B,9.56,Supplier 2,Kolkata,9,446,11,96.5,Pending,1.82,Air,Route A,348.96
haircare,SKU5771,88.95,43,245,5236.78,Unknown,12,20,82,7,Carrier A,7.13,Supplier 5,Kolkata,18,779,26,66.77,Pending,2.86,Sea,Route A,437.98
cosmetics,SKU5772,20.45,52,346,7052.22,Non-binary,43,2,35,6,Carrier B,8.31,Supplier 3,Bangalore,26,428,2,95.16,Pass,3.59,Road,Route A,715.79
skincare,SKU5773,82.02,90,65,7413.88,Male,73,28,12,2,Carrier C,1.97,Supplier 5,Bangalore,23,580,5,2.18,Pending,4.18,Air,Route B,664.5
cosmetics,SKU5774,82.38,23,839,5971.75,Non-binary,59,25,87,1,Carrier B,2.17,Supplier 5,Bangalore,21,327,26,10.99,Pass,0.78,Air,Route A,122.74
cosmetics,SKU5775,69.16,70,569,6411.18,Non-binary,70,18,5,3,Carrier B,5.33,Supplier 3,Mumbai,5,955,8,12.42,Fail,3.26,Road,Route A,307.81
cosmetics,SKU5776,6.72,85,955,7920.3,Non-binary,36,21,89,10,Carrier C,2.49,Supplier 2,Kolkata,3,378,28,49.7,Pass,3.01,Air,Route C,683.94
cosmetics,SKU5777,80.71,76,212,7281.18,Male,49,9,38,4,Carrier A,7.75,Supplier 5,Kolkata,7,801,5,60.72,Pass,0.09,Air,Route A,412.02
cosmetics,SKU5778,77.44,45,468,6864.42,Female,97,28,71,1,Carrier C,9.8,Supplier 5,Delhi,15,660,23,56.21,Pass,1.48,Sea,Route C,893.37
skincare,SKU5779,89.02,97,191,1738.72,Unknown,80,19,24,9,Carrier A,9.67,Supplier 1,Delhi,22,632,7,56.68,Fail,0.92,Rail,Route C,876.59
skincare,SKU5780,61.45,47,25,9849.96,Non-binary,91,29,7,9,Carrier B,6.39,Supplier 2,Chennai,25,886,6,65.53,Pass,1.06,Air,Route A,147.16
haircare,SKU5781,26.26,70,126,3499.35,Unknown,67,16,53,6,Carrier A,1.93,Supplier 1,Mumbai,24,122,19,44.08,Pass,2.63,Rail,Route C,504.27
cosmetics,SKU5782,59.31,38,160,5471.68,Unknown,14,1,75,2,Carrier A,8.65,Supplier 3,Chennai,3,948,11,44.35,Pass,4.66,Air,Route C,186.19
skincare,SKU5783,30.94,37,461,5415.6,Unknown,98,9,29,1,Carrier A,2.72,Supplier 1,Chennai,20,594,22,36.99,Pending,0.63,Sea,Route B,824.77
cosmetics,SKU5784,61.44,58,658,5708.42,Male,55,9,10,9,Carrier B,9.13,Supplier 4,Bangalore,13,101,20,15.89,Pass,0.52,Road,Route C,758.7
cosmetics,SKU5785,85.19,8,74,4222.17,Female,60,22,23,5,Carrier C,1.29,Supplier 4,Mumbai,21,820,13,2.94,Fail,1.74,Road,Route B,860.52
skincare,SKU5786,28.84,21,266,3187.79,Unknown,82,16,17,5,Carrier C,1.48,Supplier 4,Chennai,26,680,3,12.53,Pass,2.12,Rail,Route B,706.38
haircare,SKU5787,88.94,96,182,9869.91,Unknown,35,17,81,3,Carrier A,4.0,Supplier 1,Mumbai,16,646,12,70.36,Pass,3.14,Air,Route C,592.32
skincare,SKU5788,25.02,92,716,4573.81,Female,77,16,51,1,Carrier A,3.72,Supplier 3,Kolkata,18,985,12,56.09,Pending,4.78,Road,Route A,201.32
haircare,SKU5789,17.14,54,236,4080.56,Non-binary,40,27,70,5,Carrier B,3.17,Supplier 3,Delhi,11,994,21,2.83,Pending,2.36,Sea,Route C,827.33
skincare,SKU5790,26.83,52,427,2635.05,Non-binary,23,29,70,3,Carrier C,3.14,Supplier 4,Kolkata,6,750,13,45.17,Pending,2.38,Air,Route B,417.0
haircare,SKU5791,21.56,70,127,1992.18,Non-binary,3,7,38,5,Carrier C,9.56,Supplier 1,Mumbai,6,671,11,93.4,Pending,4.98,Road,Route B,509.55
haircare,SKU5792,8.66,41,879,5412.66,Non-binary,92,20,85,7,Carrier C,7.75,Supplier 5,Mumbai,19,431,10,79.2,Fail,0.57,Air,Route C,439.82
cosmetics,SKU5793,27.07,66,951,3766.78,Unknown,79,6,6,2,Carrier A,7.23,Supplier 3,Delhi,1,367,26,43.37,Pending,4.95,Air,Route B,303.41
haircare,SKU5794,20.21,64,96,2001.11,Male,63,28,10,7,Carrier A,4.17,Supplier 3,Kolkata,13,368,25,31.81,Fail,2.56,Air,Route C,586.95
skincare,SKU5795,17.92,70,970,5485.18,Male,6,19,7,3,Carrier C,3.45,Supplier 5,Chennai,6,390,6,96.86,Fail,0.69,Rail,Route B,797.72
haircare,SKU5796,6.22,33,311,1077.82,Male,25,29,24,7,Carrier B,9.62,Supplier 4,Delhi,1,524,8,20.98,Pass,0.6,Road,Route C,983.74
skincare,SKU5797,52.79,23,202,4429.41,Male,100,28,69,4,Carrier C,9.24,Supplier 3,Chennai,11,808,5,59.58,Fail,2.9,Air,Route C,555.18
haircare,SKU5798,18.45,38,512,9613.56,Unknown,42,12,71,5,Carrier C,8.09,Supplier 4,Mumbai,10,734,18,23.34,Pass,0.61,Sea,Route C,770.0
haircare,SKU5799,50.14,29,884,8785.27,Non-binary,15,11,100,1,Carrier A,3.88,Supplier 1,Bangalore,19,546,27,41.92,Pending,3.05,Road,Route B,822.81
skincare,SKU5800,74.66,98,566,3585.23,Male,55,2,88,3,Carrier B,2.58,Supplier 4,Bangalore,20,782,26,6.82,Pending,3.45,Rail,Route C,292.66
cosmetics,SKU5801,83.15,92,809,9342.92,Unknown,36,24,87,5,Carrier C,2.19,Supplier 3,Chennai,18,454,2,5.31,Pass,3.7,Air,Route C,734.7
haircare,SKU5802,5.09,89,590,4295.53,Non-binary,74,22,40,5,Carrier C,9.96,Supplier 4,Bangalore,20,503,21,4.67,Fail,1.09,Sea,Route A,597.2
cosmetics,SKU5803,53.89,90,604,3544.68,Unknown,20,18,58,4,Carrier B,4.84,Supplier 5,Mumbai,30,810,7,48.53,Pass,4.51,Sea,Route A,653.43
cosmetics,SKU5804,73.13,15,781,1340.35,Unknown,44,18,35,2,Carrier A,3.31,Supplier 3,Mumbai,30,449,30,41.38,Pending,1.05,Rail,Route B,224.23
haircare,SKU5805,24.13,85,510,5669.99,Female,100,21,97,9,Carrier C,9.82,Supplier 2,Bangalore,14,884,28,75.94,Pass,3.37,Road,Route B,158.25
cosmetics,SKU5806,65.22,5,300,7895.31,Male,67,26,47,2,Carrier B,9.53,Supplier 2,Mumbai,15,620,5,73.87,Fail,0.35,Sea,Route C,372.85
skincare,SKU5807,2.76,99,821,4939.33,Unknown,1,28,19,5,Carrier C,8.09,Supplier 4,Chennai,15,113,16,63.29,Fail,2.98,Road,Route A,184.5
cosmetics,SKU5808,15.75,22,28,1782.27,Female,76,9,12,5,Carrier A,8.56,Supplier 3,Chennai,23,521,25,96.85,Pass,4.99,Rail,Route A,107.35
skincare,SKU5809,53.41,40,595,4019.31,Unknown,86,13,83,8,Carrier B,8.64,Supplier 1,Kolkata,15,236,22,46.11,Pending,4.16,Air,Route B,750.55
haircare,SKU5810,91.98,5,178,9543.73,Unknown,63,22,64,3,Carrier B,3.35,Supplier 3,Kolkata,8,236,28,89.12,Pass,2.4,Air,Route C,971.85
skincare,SKU5811,74.74,40,818,4938.46,Non-binary,96,10,46,9,Carrier C,6.14,Supplier 5,Kolkata,4,753,20,99.49,Fail,4.93,Road,Route B,372.6
cosmetics,SKU5812,51.25,74,671,6853.04,Non-binary,23,9,89,4,Carrier C,9.81,Supplier 3,Kolkata,15,664,29,73.48,Pass,0.91,Sea,Route B,304.05
skincare,SKU5813,65.5,45,421,9379.16,Unknown,13,10,72,1,Carrier B,3.62,Supplier 2,Bangalore,26,359,12,43.1,Pending,2.7,Road,Route A,362.04
haircare,SKU5814,18.83,7,648,1118.92,Unknown,2,27,32,9,Carrier B,6.81,Supplier 5,Delhi,4,873,15,23.95,Pass,2.66,Air,Route C,797.02
skincare,SKU5815,21.87,17,598,8431.22,Unknown,47,17,63,10,Carrier B,2.38,Supplier 1,Kolkata,13,364,21,81.6,Pass,3.89,Air,Route B,260.56
haircare,SKU5816,44.39,80,750,9699.05,Male,87,7,18,5,Carrier A,5.64,Supplier 2,Chennai,10,610,8,68.18,Fail,1.44,Air,Route A,728.4
haircare,SKU5817,17.17,83,558,9937.36,Male,28,20,12,3,Carrier A,2.71,Supplier 2,Mumbai,30,674,9,73.71,Pending,2.18,Air,Route C,560.39
skincare,SKU5818,35.5,10,222,9769.98,Male,5,12,3,8,Carrier C,7.86,Supplier 1,Kolkata,1,189,20,76.92,Pending,3.94,Sea,Route B,379.6
haircare,SKU5819,57.47,50,55,6813.27,Non-binary,73,25,78,1,Carrier A,6.33,Supplier 5,Chennai,7,652,16,20.54,Pending,3.24,Air,Route C,230.17
skincare,SKU5820,22.16,21,152,5634.74,Male,44,24,11,9,Carrier A,5.81,Supplier 5,Chennai,7,389,10,74.57,Pass,0.95,Rail,Route C,385.44
haircare,SKU5821,81.05,84,365,9791.35,Non-binary,75,14,73,8,Carrier C,3.33,Supplier 3,Kolkata,17,833,11,2.77,Fail,4.62,Air,Route B,898.83
skincare,SKU5822,70.89,34,661,4279.89,Non-binary,60,8,91,2,Carrier C,9.91,Supplier 3,Bangalore,19,233,18,42.98,Pass,0.59,Sea,Route C,422.0
haircare,SKU5823,38.22,69,13,5665.28,Female,60,25,16,6,Carrier A,7.95,Supplier 4,Mumbai,27,400,27,14.63,Fail,4.42,Sea,Route B,249.86
cosmetics,SKU5824,22.18,38,953,1811.09,Female,73,7,79,5,Carrier A,2.06,Supplier 5,Kolkata,23,662,23,20.54,Fail,0.99,Air,Route A,958.52
haircare,SKU5825,74.57,81,818,5618.85,Non-binary,10,26,71,7,Carrier A,8.73,Supplier 2,Chennai,21,729,22,19.37,Fail,1.03,Air,Route C,971.22
skincare,SKU5826,44.42,41,728,4855.87,Female,87,17,74,1,Carrier C,1.06,Supplier 2,Chennai,3,599,21,60.61,Pending,1.84,Road,Route A,459.7
skincare,SKU5827,82.27,86,73,2197.63,Unknown,82,18,2,2,Carrier B,3.66,Supplier 4,Mumbai,18,333,15,48.92,Pass,0.88,Air,Route C,497.47
haircare,SKU5828,9.23,9,974,6912.35,Unknown,98,3,56,5,Carrier B,3.57,Supplier 3,Delhi,5,877,8,38.12,Pending,2.71,Sea,Route B,535.91
cosmetics,SKU5829,85.88,31,357,5594.88,Non-binary,32,26,47,8,Carrier C,2.68,Supplier 4,Bangalore,2,159,12,62.73,Fail,1.51,Road,Route B,876.78
cosmetics,SKU5830,53.59,6,749,8483.78,Female,85,8,14,10,Carrier A,4.98,Supplier 2,Mumbai,23,379,13,90.65,Pending,1.74,Road,Route B,351.31
skincare,SKU5831,54.8,83,556,1549.37,Male,61,13,91,8,Carrier A,4.97,Supplier 4,Chennai,1,766,24,18.71,Pass,0.8,Road,Route C,556.68
haircare,SKU5832,43.08,46,774,8799.53,Non-binary,98,30,33,3,Carrier A,2.24,Supplier 2,Bangalore,27,392,2,36.95,Pass,2.74,Road,Route A,312.02
cosmetics,SKU5833,10.02,10,354,7605.16,Female,1,6,4,6,Carrier C,8.39,Supplier 1,Mumbai,17,484,14,94.39,Pending,1.55,Air,Route A,471.17
haircare,SKU5834,35.37,3,111,7617.78,Unknown,18,20,74,10,Carrier A,6.78,Supplier 2,Kolkata,18,297,17,84.69,Pass,4.15,Rail,Route A,277.57
cosmetics,SKU5835,30.27,59,125,5027.4,Male,93,16,27,10,Carrier B,9.1,Supplier 2,Bangalore,30,859,8,74.07,Pending,2.82,Sea,Route C,895.1
cosmetics,SKU5836,26.91,60,174,3562.05,Non-binary,34,30,43,10,Carrier B,1.68,Supplier 5,Kolkata,30,600,9,39.13,Pending,4.17,Rail,Route C,905.99
haircare,SKU5837,64.13,43,614,3651.5,Non-binary,59,16,39,6,Carrier B,9.08,Supplier 2,Mumbai,23,817,2,17.45,Pass,3.0,Rail,Route B,161.5
cosmetics,SKU5838,34.34,35,351,3471.12,Female,38,21,46,9,Carrier A,8.54,Supplier 2,Kolkata,2,355,25,50.98,Fail,1.64,Road,Route B,244.98
cosmetics,SKU5839,79.15,66,913,2069.44,Non-binary,53,21,51,10,Carrier C,6.16,Supplier 3,Bangalore,5,702,27,79.4,Pass,2.13,Road,Route A,803.13
skincare,SKU5840,66.56,82,629,6774.42,Female,74,23,21,8,Carrier C,8.81,Supplier 1,Bangalore,20,384,26,39.01,Pass,2.86,Air,Route B,844.16
skincare,SKU5841,30.9,79,693,5749.13,Female,67,4,70,7,Carrier C,3.55,Supplier 5,Chennai,27,311,14,96.61,Pass,3.04,Rail,Route B,404.88
cosmetics,SKU5842,94.42,48,715,1294.37,Female,7,1,92,4,Carrier C,6.62,Supplier 2,Delhi,25,340,22,6.85,Pending,0.93,Sea,Route B,690.4
haircare,SKU5843,20.87,30,178,7577.87,Female,100,27,79,10,Carrier A,5.78,Supplier 3,Kolkata,5,336,26,49.39,Fail,0.91,Road,Route C,323.1
cosmetics,SKU5844,8.65,48,559,3198.58,Non-binary,18,23,70,8,Carrier C,5.84,Supplier 5,Chennai,28,496,10,89.15,Pass,4.58,Sea,Route C,252.68
cosmetics,SKU5845,93.14,65,247,1829.54,Non-binary,97,23,62,10,Carrier C,3.16,Supplier 4,Mumbai,16,255,19,82.72,Fail,1.23,Road,Route A,178.11
cosmetics,SKU5846,37.71,8,177,7651.43,Female,25,29,16,2,Carrier C,6.8,Supplier 3,Bangalore,16,657,18,62.34,Pending,1.21,Rail,Route C,561.78
haircare,SKU5847,80.52,14,598,7846.9,Unknown,28,26,9,7,Carrier C,4.45,Supplier 5,Mumbai,30,466,7,51.19,Fail,1.17,Rail,Route B,505.61
cosmetics,SKU5848,18.53,64,654,4553.34,Unknown,36,27,86,5,Carrier A,1.27,Supplier 3,Bangalore,22,819,27,56.63,Pass,3.17,Air,Route C,463.88
haircare,SKU5849,12.57,66,847,4366.14,Female,68,25,91,7,Carrier C,2.95,Supplier 3,Chennai,20,326,23,30.51,Pending,0.91,Road,Route C,748.21
cosmetics,SKU5850,28.75,63,597,3949.11,Male,62,18,44,9,Carrier A,2.66,Supplier 1,Delhi,24,380,20,23.69,Pass,4.59,Rail,Route A,339.5
cosmetics,SKU5851,10.8,24,557,5554.3,Unknown,5,26,25,9,Carrier A,1.34,Supplier 1,Mumbai,26,840,29,74.62,Pass,0.39,Sea,Route A,461.64
haircare,SKU5852,20.69,33,665,9761.45,Unknown,60,23,54,7,Carrier B,5.62,Supplier 1,Delhi,5,793,15,69.96,Pass,3.75,Sea,Route A,968.05
cosmetics,SKU5853,52.69,56,109,1945.0,Non-binary,62,18,84,10,Carrier B,1.51,Supplier 2,Bangalore,30,969,1,26.13,Pending,1.24,Air,Route C,417.85
cosmetics,SKU5854,35.15,72,349,9541.36,Male,6,16,53,8,Carrier B,4.14,Supplier 5,Bangalore,17,315,3,60.53,Fail,0.66,Rail,Route A,567.44
cosmetics,SKU5855,71.61,4,154,7210.52,Non-binary,16,30,16,9,Carrier B,7.24,Supplier 3,Delhi,22,364,8,35.41,Fail,2.53,Sea,Route C,341.73
cosmetics,SKU5856,9.78,36,966,4753.4,Male,55,28,76,2,Carrier B,1.28,Supplier 1,Mumbai,20,191,3,62.73,Fail,1.55,Rail,Route A,636.45
cosmetics,SKU5857,56.27,4,424,9690.1,Non-binary,86,8,88,5,Carrier A,7.11,Supplier 2,Mumbai,5,905,1,42.71,Pending,1.5,Sea,Route A,699.56
skincare,SKU5858,52.09,71,841,1330.67,Male,52,6,20,5,Carrier C,3.79,Supplier 4,Chennai,5,367,18,54.7,Pass,4.93,Road,Route C,768.08
haircare,SKU5859,65.1,58,271,3427.71,Female,7,26,99,8,Carrier A,2.02,Supplier 1,Delhi,26,954,19,8.49,Pass,1.19,Sea,Route C,586.08
haircare,SKU5860,58.38,3,201,5628.42,Unknown,73,23,43,5,Carrier B,5.76,Supplier 1,Delhi,17,446,30,99.73,Fail,1.36,Sea,Route B,836.95
cosmetics,SKU5861,77.04,45,897,2773.65,Unknown,83,22,66,6,Carrier C,4.76,Supplier 2,Mumbai,30,568,15,53.4,Fail,3.29,Rail,Route B,337.49
skincare,SKU5862,19.47,14,13,3488.97,Male,33,30,81,10,Carrier A,1.81,Supplier 4,Chennai,9,557,1,40.7,Pass,2.6,Air,Route C,183.64
haircare,SKU5863,19.25,48,902,7666.62,Female,14,26,12,8,Carrier C,8.48,Supplier 5,Kolkata,28,650,3,22.92,Pending,2.97,Road,Route C,727.53
skincare,SKU5864,95.26,36,243,7838.58,Unknown,0,26,61,5,Carrier A,3.66,Supplier 3,Mumbai,28,393,9,62.94,Pending,4.42,Air,Route C,784.36
cosmetics,SKU5865,47.43,86,238,9979.62,Non-binary,49,2,71,9,Carrier C,2.54,Supplier 3,Mumbai,27,159,21,6.25,Pass,2.25,Air,Route C,672.23
cosmetics,SKU5866,58.12,4,849,8727.77,Unknown,99,25,27,4,Carrier B,9.43,Supplier 5,Mumbai,22,494,16,14.12,Pending,0.82,Road,Route A,216.68
skincare,SKU5867,14.32,77,149,5880.77,Male,9,20,50,3,Carrier B,7.09,Supplier 5,Mumbai,4,454,19,21.66,Pending,2.0,Air,Route C,619.17
skincare,SKU5868,19.31,73,132,2215.93,Male,62,20,90,8,Carrier C,3.96,Supplier 2,Delhi,9,213,28,65.8,Pending,4.86,Air,Route A,636.81
skincare,SKU5869,22.71,2,923,2377.19,Male,94,12,48,3,Carrier C,1.36,Supplier 3,Mumbai,2,401,24,89.45,Pending,1.29,Sea,Route A,394.83
