customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;TenureMonthsBinned;TotalServiceAddons;HasPaperlessElectronicPayment;AverageMonthlyChargePerTenure;Churn
CUS103317;Male;No;Yes;No;46;No;Yes;No;No;No;No;Yes;No;No internet service;Two year;Yes;Electronic check;48.77;2073.63;25-48 Months;4;Yes;45.08;
CUS103318;Male;No;No;No;26;Yes;Yes;Fiber optic;Yes;Yes;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19.05;391.99;25-48 Months;1;Yes;15.08;
CUS103319;Female;Yes;No;Yes;39;Yes;No;Fiber optic;Yes;No internet service;Yes;No internet service;No internet service;Yes;Month-to-month;Yes;Bank transfer (automatic);110.88;4342.13;25-48 Months;4;Yes;111.34;
CUS103320;Female;Yes;Yes;No;44;No;No phone service;Fiber optic;Yes;Yes;No;Yes;No;Yes;Month-to-month;No;Electronic check;88.99;3775.18;25-48 Months;2;Yes;85.8;
CUS103321;Male;No;No;Yes;8;Yes;No phone service;DSL;Yes;Yes;No internet service;Yes;No internet service;No;One year;Yes;Credit card (automatic);103.82;770.51;0-12 Months;0;No;96.31;
CUS103322;Male;Yes;Yes;Yes;52;Yes;No;No;Yes;No internet service;No;No internet service;Yes;No internet service;Two year;No;Credit card (automatic);73.91;3809.7;49-72 Months;2;No;73.26;
CUS103323;Male;No;Yes;Yes;12;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);47.73;750.45;0-12 Months;5;No;62.54;
CUS103324;Female;Yes;Yes;No;46;Yes;No phone service;Fiber optic;No;No;Yes;No;No;No internet service;Month-to-month;No;Mailed check;45.76;2026.48;25-48 Months;0;No;44.05;
CUS103325;Female;No;No;Yes;19;No;Yes;DSL;No;No;Yes;No;No;No internet service;Two year;No;Credit card (automatic);73.34;1729.98;13-24 Months;2;No;91.05;
CUS103326;Male;No;No;No;71;No;No;No;No;No internet service;Yes;No;No;No;Month-to-month;Yes;Electronic check;70.07;5498.27;49-72 Months;3;Yes;77.44;
CUS103327;Female;Yes;No;No;18;No;No;Fiber optic;No internet service;Yes;No;No internet service;No;No internet service;Two year;No;Electronic check;107.32;2147.43;13-24 Months;2;Yes;119.3;
CUS103328;Male;Yes;Yes;Yes;25;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;Two year;Yes;Mailed check;56.69;1718.51;25-48 Months;6;No;68.74;
CUS103329;Female;No;No;No;21;Yes;No phone service;DSL;Yes;No;No internet service;Yes;Yes;No;Two year;Yes;Electronic check;44.06;1058.48;13-24 Months;6;Yes;50.4;
CUS103330;Male;No;Yes;No;14;No;No phone service;DSL;Yes;No internet service;No;Yes;No;No;Two year;Yes;Mailed check;80.57;1303.62;13-24 Months;4;Yes;93.12;
CUS103331;Male;No;Yes;No;2;Yes;No phone service;No;No internet service;No;No;Yes;Yes;No internet service;Month-to-month;No;Mailed check;40.34;0.0;0-12 Months;6;Yes;0.0;
CUS103332;Female;No;No;No;42;Yes;Yes;DSL;Yes;No internet service;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);76.67;3104.1;25-48 Months;3;No;73.91;
CUS103333;Female;No;Yes;Yes;57;Yes;No;DSL;Yes;No internet service;No internet service;No internet service;No internet service;Yes;Two year;No;Electronic check;88.15;4811.4;49-72 Months;3;Yes;84.41;
CUS103334;Female;No;Yes;Yes;67;Yes;No phone service;DSL;No;Yes;No;Yes;No;No internet service;One year;Yes;Credit card (automatic);76.54;5056.37;49-72 Months;4;No;75.47;
CUS103335;Female;Yes;Yes;Yes;21;No;No phone service;Fiber optic;No internet service;No;No internet service;Yes;No internet service;No internet service;One year;Yes;Mailed check;96.46;1768.62;13-24 Months;0;Yes;84.22;
CUS103336;Male;Yes;Yes;Yes;35;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Two year;No;Electronic check;116.06;4357.53;25-48 Months;3;Yes;124.5;
CUS103337;Female;Yes;Yes;Yes;52;Yes;Yes;Fiber optic;No;Yes;No internet service;No;Yes;No;Month-to-month;No;Bank transfer (automatic);24.17;1633.11;49-72 Months;1;No;31.41;
CUS103338;Female;No;Yes;Yes;12;No;No;No;No internet service;No;Yes;No internet service;Yes;No;Two year;No;Electronic check;25.14;541.45;0-12 Months;2;Yes;45.12;
CUS103339;Female;Yes;Yes;No;25;Yes;Yes;DSL;No;Yes;Yes;No internet service;No internet service;Yes;Month-to-month;Yes;Mailed check;27.59;839.63;25-48 Months;1;Yes;33.59;
CUS103340;Male;Yes;No;No;58;Yes;No phone service;DSL;Yes;No internet service;No internet service;No internet service;No;Yes;Two year;No;Bank transfer (automatic);38.7;2192.76;49-72 Months;1;No;37.81;
CUS103341;Female;Yes;No;Yes;57;No;No;No;No;No internet service;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);19.32;1018.58;49-72 Months;6;No;17.87;
CUS103342;Female;No;Yes;Yes;52;No;No;No;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Mailed check;49.24;2824.53;49-72 Months;6;Yes;54.32;
CUS103343;Female;No;Yes;Yes;70;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;95.25;6516.14;49-72 Months;5;Yes;93.09;
CUS103344;Female;Yes;Yes;Yes;9;No;Yes;DSL;Yes;No;No internet service;No;No internet service;Yes;Month-to-month;Yes;Credit card (automatic);35.33;492.27;0-12 Months;1;Yes;54.7;
CUS103345;Male;No;No;Yes;16;No;No phone service;DSL;No internet service;Yes;Yes;No internet service;No;No internet service;Month-to-month;No;Credit card (automatic);88.38;1826.05;13-24 Months;0;Yes;114.13;
CUS103346;Male;No;Yes;Yes;37;Yes;No phone service;Fiber optic;No internet service;No;Yes;No internet service;Yes;No internet service;Month-to-month;No;Credit card (automatic);118.61;4445.66;25-48 Months;2;Yes;120.15;
CUS103347;Male;Yes;No;Yes;69;Yes;Yes;DSL;No internet service;Yes;No internet service;No;No internet service;No internet service;Month-to-month;No;Electronic check;91.77;6250.88;49-72 Months;6;Yes;90.59;
CUS103348;Male;No;Yes;Yes;22;Yes;No phone service;Fiber optic;No;No;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);69.2;1403.95;13-24 Months;6;No;63.82;
CUS103349;Male;Yes;Yes;Yes;68;No;No phone service;DSL;No;No;Yes;No internet service;Yes;No;One year;Yes;Credit card (automatic);57.2;3763.98;49-72 Months;5;Yes;55.35;
CUS103350;Male;Yes;Yes;Yes;62;No;Yes;DSL;No internet service;No internet service;Yes;No internet service;No internet service;Yes;Two year;Yes;Electronic check;57.79;3673.06;49-72 Months;6;Yes;59.24;
CUS103351;Male;Yes;No;Yes;10;Yes;No;Fiber optic;No internet service;No internet service;No internet service;No internet service;Yes;No;Month-to-month;Yes;Bank transfer (automatic);18.47;0.0;0-12 Months;3;Yes;0.0;
CUS103352;Female;No;No;No;64;No;No;DSL;Yes;Yes;Yes;No internet service;Yes;Yes;One year;Yes;Electronic check;65.95;4197.59;49-72 Months;4;Yes;65.59;
CUS103353;Female;No;No;No;15;Yes;Yes;Fiber optic;No internet service;No internet service;Yes;Yes;No;No internet service;Month-to-month;Yes;Electronic check;78.92;1011.11;13-24 Months;4;Yes;67.41;
CUS103354;Male;No;No;No;3;Yes;No phone service;Fiber optic;Yes;No internet service;Yes;No internet service;No;No internet service;Month-to-month;No;Bank transfer (automatic);77.58;167.97;0-12 Months;0;No;55.99;
CUS103355;Female;Yes;No;Yes;58;Yes;No phone service;No;No internet service;Yes;No internet service;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);62.77;3612.18;49-72 Months;6;No;62.28;
CUS103356;Female;Yes;Yes;Yes;14;No;No;Fiber optic;No internet service;Yes;No;No internet service;No internet service;No;Month-to-month;Yes;Mailed check;68.02;1163.48;13-24 Months;0;No;83.11;
CUS103357;Female;No;Yes;Yes;30;No;Yes;Fiber optic;No internet service;Yes;No;Yes;No;No internet service;One year;No;Bank transfer (automatic);90.94;2489.81;25-48 Months;4;No;82.99;
CUS103358;Female;No;Yes;Yes;33;No;No phone service;Fiber optic;Yes;No internet service;No;No internet service;No;No;Two year;No;Electronic check;95.36;3350.06;25-48 Months;4;Yes;101.52;
CUS103359;Female;Yes;Yes;No;48;No;No;No;Yes;No;Yes;Yes;No internet service;Yes;Two year;Yes;Bank transfer (automatic);109.47;5266.72;25-48 Months;2;No;109.72;
CUS103360;Female;No;Yes;No;39;Yes;No;DSL;Yes;No internet service;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);43.08;1976.83;25-48 Months;5;Yes;50.69;
CUS103361;Female;Yes;No;No;2;No;No phone service;DSL;No internet service;No internet service;No;No;No;Yes;Month-to-month;No;Electronic check;103.04;153.38;0-12 Months;2;Yes;76.69;
CUS103362;Male;No;Yes;Yes;2;No;No;DSL;Yes;Yes;Yes;Yes;No internet service;No;Month-to-month;Yes;Mailed check;117.94;355.82;0-12 Months;2;No;177.91;
CUS103363;Male;No;Yes;Yes;15;No;No;No;No;Yes;Yes;Yes;No internet service;No;Month-to-month;Yes;Credit card (automatic);48.95;1014.13;13-24 Months;5;Yes;67.61;
CUS103364;Female;No;No;Yes;39;Yes;No;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);92.22;3459.29;25-48 Months;6;Yes;88.7;
CUS103365;Male;Yes;No;Yes;57;Yes;Yes;No;No;No;Yes;No internet service;No;No;Two year;No;Credit card (automatic);24.83;1142.19;49-72 Months;5;No;20.04;
CUS103366;Female;No;No;No;62;Yes;Yes;No;No;No internet service;Yes;No;No internet service;No internet service;One year;Yes;Electronic check;90.73;5450.44;49-72 Months;0;Yes;87.91;
CUS103367;Female;Yes;Yes;Yes;39;No;No phone service;Fiber optic;No;No internet service;No internet service;Yes;No;No;Month-to-month;Yes;Mailed check;101.3;3831.62;25-48 Months;0;No;98.25;
CUS103368;Male;Yes;Yes;No;47;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;110.21;4917.55;25-48 Months;0;Yes;104.63;
CUS103369;Female;No;No;No;20;No;Yes;DSL;Yes;No;Yes;Yes;Yes;No internet service;One year;Yes;Credit card (automatic);94.56;1779.9;13-24 Months;6;Yes;89.0;
CUS103370;Male;No;Yes;Yes;8;Yes;No;No;Yes;No;Yes;No;No;No internet service;One year;No;Bank transfer (automatic);107.83;1107.28;0-12 Months;1;Yes;138.41;
CUS103371;Male;Yes;Yes;Yes;38;No;Yes;Fiber optic;No internet service;Yes;No;No internet service;Yes;No internet service;One year;Yes;Bank transfer (automatic);38.92;1589.62;25-48 Months;3;Yes;41.83;
CUS103372;Male;Yes;No;Yes;47;No;No phone service;Fiber optic;No internet service;Yes;Yes;No;Yes;No internet service;One year;Yes;Bank transfer (automatic);74.48;3745.02;25-48 Months;1;No;79.68;
CUS103373;Female;Yes;No;No;65;Yes;No phone service;DSL;No;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;69.63;4247.23;49-72 Months;0;Yes;65.34;
CUS103374;Female;No;Yes;Yes;58;No;Yes;DSL;No internet service;No;Yes;No;No internet service;No internet service;Month-to-month;No;Mailed check;54.07;2809.57;49-72 Months;0;Yes;48.44;
CUS103375;Male;No;No;No;12;No;No phone service;No;No;Yes;No;No internet service;No;No;One year;Yes;Electronic check;48.85;254.97;0-12 Months;3;Yes;21.25;
CUS103376;Male;No;No;No;49;Yes;Yes;Fiber optic;No internet service;No internet service;No internet service;No;Yes;No;Month-to-month;Yes;Credit card (automatic);60.25;2837.73;49-72 Months;1;Yes;57.91;
CUS103377;Male;Yes;No;No;47;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);52.74;2507.68;25-48 Months;3;No;53.35;
CUS103378;Female;No;Yes;No;36;No;No;No;Yes;No;No;Yes;No internet service;Yes;Month-to-month;Yes;Mailed check;19.84;786.97;25-48 Months;6;No;21.86;
CUS103379;Male;No;Yes;Yes;56;Yes;Yes;No;No internet service;No internet service;Yes;Yes;Yes;Yes;Two year;No;Electronic check;104.63;5712.85;49-72 Months;0;Yes;102.02;
CUS103380;Female;No;Yes;Yes;49;Yes;No;Fiber optic;No internet service;No internet service;No;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);30.58;1480.8;49-72 Months;3;No;30.22;
CUS103381;Female;No;Yes;Yes;43;Yes;No;No;Yes;No;No;No;Yes;Yes;Two year;No;Credit card (automatic);113.68;4756.18;25-48 Months;2;Yes;110.61;
CUS103382;Female;No;No;No;52;No;No phone service;No;Yes;No;Yes;Yes;No;No internet service;Two year;Yes;Electronic check;56.69;2883.63;49-72 Months;5;Yes;55.45;
CUS103383;Female;No;Yes;No;13;Yes;No phone service;Fiber optic;No;No;No internet service;Yes;No internet service;Yes;Month-to-month;Yes;Credit card (automatic);39.33;628.25;13-24 Months;1;Yes;48.33;
CUS103384;Male;Yes;Yes;No;51;Yes;No;Fiber optic;Yes;No;No internet service;No internet service;Yes;No;One year;Yes;Mailed check;92.06;4589.38;49-72 Months;3;Yes;89.99;
CUS103385;Female;No;Yes;No;53;No;Yes;No;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;No;Credit card (automatic);50.99;2825.75;49-72 Months;3;Yes;53.32;
CUS103386;Female;No;No;No;20;No;Yes;No;No;No;No;No internet service;No;Yes;Two year;Yes;Electronic check;97.81;2308.26;13-24 Months;6;Yes;115.41;
CUS103387;Female;No;Yes;No;3;Yes;No;DSL;No;Yes;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);39.34;0.0;0-12 Months;6;Yes;0.0;
CUS103388;Male;No;No;No;4;No;Yes;No;No internet service;No internet service;No;No internet service;No internet service;No;Month-to-month;No;Mailed check;33.55;63.14;0-12 Months;3;No;15.79;
CUS103389;Male;No;Yes;Yes;38;No;Yes;No;Yes;No;No;No;No internet service;No;Two year;Yes;Mailed check;84.18;3286.27;25-48 Months;1;Yes;86.48;
CUS103390;Female;No;Yes;Yes;46;Yes;No;DSL;Yes;Yes;No internet service;No;No;No;Two year;No;Electronic check;99.91;4507.89;25-48 Months;4;Yes;98.0;
CUS103391;Male;Yes;No;No;67;Yes;No phone service;No;No internet service;Yes;Yes;No internet service;No internet service;No;Two year;No;Credit card (automatic);49.58;2989.69;49-72 Months;0;Yes;44.62;
CUS103392;Female;No;Yes;Yes;27;Yes;Yes;No;No internet service;Yes;Yes;No internet service;Yes;No;One year;Yes;Bank transfer (automatic);26.6;982.05;25-48 Months;6;Yes;36.37;
CUS103393;Male;Yes;Yes;Yes;16;No;No;No;No internet service;Yes;No internet service;Yes;No internet service;No;Month-to-month;Yes;Mailed check;58.22;836.85;13-24 Months;1;No;52.3;
CUS103394;Male;Yes;No;Yes;27;Yes;No phone service;DSL;Yes;No;No internet service;Yes;No internet service;No;One year;No;Credit card (automatic);21.55;346.31;25-48 Months;6;No;12.83;
CUS103395;Male;No;Yes;No;23;Yes;No phone service;No;No;Yes;No;Yes;No internet service;Yes;One year;No;Mailed check;107.46;2502.16;13-24 Months;1;No;108.79;
CUS103396;Female;Yes;No;No;36;Yes;Yes;DSL;No;No internet service;No internet service;No internet service;No;No;One year;Yes;Credit card (automatic);51.69;1813.17;25-48 Months;4;No;50.37;
CUS103397;Male;No;Yes;No;25;Yes;Yes;No;No internet service;Yes;No internet service;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);31.56;877.55;25-48 Months;2;Yes;35.1;
CUS103398;Female;Yes;Yes;No;15;No;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);47.3;535.93;13-24 Months;5;No;35.73;
CUS103399;Female;Yes;Yes;No;27;No;Yes;No;No internet service;No internet service;Yes;Yes;No internet service;Yes;Two year;Yes;Credit card (automatic);57.03;1491.04;25-48 Months;2;Yes;55.22;
CUS103400;Male;No;Yes;Yes;53;Yes;No phone service;Fiber optic;No;No internet service;No;Yes;No internet service;Yes;Two year;Yes;Bank transfer (automatic);98.62;5321.55;49-72 Months;3;No;100.41;
CUS103401;Male;No;Yes;Yes;2;No;Yes;DSL;No;No;No internet service;No internet service;Yes;Yes;One year;Yes;Electronic check;45.53;77.98;0-12 Months;3;Yes;38.99;
CUS103402;Male;Yes;Yes;Yes;3;No;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;61.38;299.68;0-12 Months;3;Yes;99.89;
CUS103403;Male;No;No;No;28;Yes;No;Fiber optic;No internet service;Yes;Yes;Yes;No internet service;Yes;Month-to-month;Yes;Bank transfer (automatic);76.77;1999.69;25-48 Months;3;No;71.42;
CUS103404;Female;Yes;No;Yes;36;No;Yes;No;No internet service;No internet service;No;No internet service;No;No;Two year;Yes;Credit card (automatic);64.0;2194.26;25-48 Months;3;Yes;60.95;
CUS103405;Female;No;No;Yes;50;Yes;Yes;DSL;Yes;No internet service;No internet service;Yes;Yes;No;One year;No;Mailed check;104.85;5122.43;49-72 Months;6;Yes;102.45;
CUS103406;Female;Yes;No;Yes;71;No;No phone service;Fiber optic;No;No;No;No internet service;No;Yes;One year;Yes;Mailed check;23.97;1909.28;49-72 Months;6;Yes;26.89;
CUS103407;Male;Yes;No;No;56;No;Yes;DSL;No internet service;Yes;No internet service;No;Yes;No;One year;Yes;Electronic check;34.36;1482.58;49-72 Months;1;Yes;26.47;
CUS103408;Male;Yes;No;No;36;Yes;No phone service;DSL;No;No internet service;No;No internet service;Yes;No;Month-to-month;Yes;Bank transfer (automatic);93.74;3304.71;25-48 Months;3;No;91.8;
CUS103409;Male;Yes;Yes;Yes;37;No;No;No;No;Yes;Yes;No;No internet service;No;Two year;No;Electronic check;29.52;1093.09;25-48 Months;6;Yes;29.54;
CUS103410;Female;No;Yes;Yes;62;Yes;No phone service;Fiber optic;No;Yes;No internet service;No internet service;Yes;No internet service;Month-to-month;No;Electronic check;87.31;5794.99;49-72 Months;6;Yes;93.47;
CUS103411;Male;Yes;Yes;Yes;24;Yes;Yes;Fiber optic;No internet service;Yes;No;No internet service;No;No internet service;Month-to-month;Yes;Credit card (automatic);87.41;2116.96;13-24 Months;0;Yes;88.21;
CUS103412;Male;Yes;Yes;No;63;No;No;DSL;Yes;No internet service;Yes;Yes;No internet service;Yes;Two year;No;Credit card (automatic);81.27;5053.36;49-72 Months;0;No;80.21;
CUS103413;Male;No;Yes;Yes;14;No;No;DSL;No internet service;No internet service;No;No;Yes;Yes;One year;No;Mailed check;69.34;1275.18;13-24 Months;4;Yes;91.08;
CUS103414;Female;Yes;Yes;No;72;No;No;DSL;No;No;No internet service;Yes;Yes;No internet service;One year;No;Credit card (automatic);109.88;8024.09;49-72 Months;2;Yes;111.45;
CUS103415;Female;Yes;Yes;No;6;No;No;No;No;No;No;No;No internet service;Yes;Two year;No;Credit card (automatic);99.37;390.31;0-12 Months;0;No;65.05;
CUS103416;Male;Yes;Yes;Yes;67;Yes;No;No;No;No internet service;No internet service;No;No;No;Two year;No;Credit card (automatic);38.72;2693.2;49-72 Months;6;Yes;40.2;
CUS103417;Female;Yes;Yes;No;27;No;No phone service;No;No internet service;No internet service;Yes;No internet service;No internet service;No;Two year;Yes;Mailed check;60.76;1743.69;25-48 Months;6;Yes;64.58;
CUS103418;Male;Yes;Yes;No;39;Yes;No;DSL;Yes;Yes;No;No internet service;Yes;No internet service;Two year;Yes;Mailed check;100.37;4252.75;25-48 Months;1;No;109.04;
CUS103419;Female;Yes;No;Yes;7;No;No phone service;No;Yes;Yes;No internet service;No internet service;Yes;Yes;Two year;Yes;Bank transfer (automatic);77.72;480.5;0-12 Months;4;Yes;68.64;
CUS103420;Female;No;Yes;Yes;1;No;No;Fiber optic;No;Yes;No internet service;No internet service;Yes;No internet service;One year;Yes;Credit card (automatic);83.68;83.68;0-12 Months;0;Yes;83.68;
CUS103421;Female;Yes;No;Yes;40;No;No phone service;Fiber optic;Yes;No internet service;No;No;Yes;No;One year;Yes;Electronic check;63.87;2494.53;25-48 Months;2;Yes;62.36;
CUS103422;Female;Yes;Yes;Yes;48;Yes;No;DSL;No;No;No;No internet service;Yes;No internet service;Two year;No;Electronic check;93.65;4592.55;25-48 Months;1;Yes;95.68;
CUS103423;Female;Yes;Yes;Yes;63;No;Yes;DSL;No;No internet service;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;67.51;4304.39;49-72 Months;3;Yes;68.32;
CUS103424;Male;Yes;Yes;Yes;63;No;No phone service;Fiber optic;No internet service;Yes;No;No;No internet service;No;One year;No;Mailed check;23.82;1331.15;49-72 Months;4;Yes;21.13;
CUS103425;Female;No;Yes;Yes;17;Yes;No phone service;DSL;No;Yes;Yes;Yes;Yes;No internet service;One year;No;Credit card (automatic);49.25;762.67;13-24 Months;2;Yes;44.86;
CUS103426;Male;Yes;Yes;Yes;70;Yes;No phone service;Fiber optic;Yes;No internet service;No internet service;No internet service;No;Yes;One year;Yes;Electronic check;20.17;1560.72;49-72 Months;3;Yes;22.3;
CUS103427;Female;Yes;No;Yes;65;Yes;No;Fiber optic;No internet service;No internet service;No internet service;Yes;Yes;No internet service;Month-to-month;Yes;Electronic check;87.19;5504.72;49-72 Months;5;Yes;84.69;
CUS103428;Female;Yes;No;Yes;2;No;No phone service;DSL;No internet service;No;No internet service;Yes;No;No internet service;Month-to-month;Yes;Mailed check;75.07;388.04;0-12 Months;6;Yes;194.02;
CUS103429;Female;No;Yes;Yes;38;Yes;No;No;No;No;Yes;No;No internet service;Yes;Two year;Yes;Electronic check;57.55;2071.46;25-48 Months;6;Yes;54.51;
CUS103430;Male;No;No;Yes;64;Yes;No phone service;DSL;No internet service;No;No internet service;No internet service;Yes;Yes;Month-to-month;No;Bank transfer (automatic);74.14;4674.81;49-72 Months;4;Yes;73.04;
CUS103431;Male;No;Yes;Yes;42;No;No phone service;Fiber optic;No internet service;Yes;No internet service;No internet service;No;No internet service;One year;No;Bank transfer (automatic);77.5;3300.89;25-48 Months;0;No;78.59;
CUS103432;Male;No;No;No;72;Yes;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;66.27;4918.61;49-72 Months;0;No;68.31;
CUS103433;Female;No;Yes;Yes;46;No;No phone service;No;Yes;No;No;No internet service;No internet service;Yes;One year;No;Mailed check;19.91;828.31;25-48 Months;0;No;18.01;
CUS103434;Female;Yes;Yes;No;34;No;No;Fiber optic;No internet service;Yes;Yes;Yes;No internet service;No internet service;One year;No;Bank transfer (automatic);44.53;1403.12;25-48 Months;3;No;41.27;
CUS103435;Male;Yes;No;No;61;No;Yes;No;No;No internet service;No internet service;No internet service;No;Yes;Two year;No;Credit card (automatic);45.52;2650.87;49-72 Months;6;No;43.46;
CUS103436;Female;Yes;No;Yes;66;Yes;No;DSL;Yes;No internet service;No internet service;No internet service;Yes;No;One year;Yes;Electronic check;60.67;3987.93;49-72 Months;2;Yes;60.42;
CUS103437;Male;Yes;Yes;No;37;Yes;Yes;DSL;No;No internet service;Yes;Yes;No;No internet service;One year;No;Credit card (automatic);93.62;3447.56;25-48 Months;1;No;93.18;
CUS103438;Female;No;No;No;16;No;Yes;Fiber optic;Yes;Yes;No;Yes;No internet service;No internet service;One year;Yes;Mailed check;59.78;951.61;13-24 Months;2;Yes;59.48;
CUS103439;Male;No;No;Yes;3;No;No;No;Yes;No;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);54.61;171.17;0-12 Months;1;Yes;57.06;
CUS103440;Female;No;No;No;14;Yes;No phone service;No;Yes;Yes;No;No;No internet service;Yes;Two year;No;Mailed check;47.01;842.38;13-24 Months;5;No;60.17;
CUS103441;Male;No;No;Yes;68;No;No phone service;No;No internet service;No internet service;No internet service;No;No internet service;Yes;Two year;Yes;Electronic check;27.09;2086.85;49-72 Months;1;Yes;30.69;
CUS103442;Female;No;Yes;No;14;No;No phone service;No;No internet service;Yes;No internet service;No;No;No internet service;One year;No;Credit card (automatic);110.28;1996.21;13-24 Months;4;Yes;142.59;
CUS103443;Male;Yes;Yes;No;69;Yes;No phone service;No;No internet service;Yes;No;Yes;No internet service;Yes;Month-to-month;Yes;Bank transfer (automatic);97.51;6737.63;49-72 Months;6;Yes;97.65;
CUS103444;Male;Yes;No;Yes;62;No;Yes;No;No internet service;Yes;No;Yes;No internet service;No;One year;No;Credit card (automatic);47.04;3228.76;49-72 Months;4;No;52.08;
CUS103445;Female;No;Yes;Yes;32;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);62.78;2009.52;25-48 Months;0;No;62.8;
CUS103446;Female;Yes;Yes;No;72;Yes;No phone service;Fiber optic;No;No;Yes;No;Yes;No internet service;Two year;Yes;Electronic check;107.8;7697.13;49-72 Months;1;Yes;106.9;
CUS103447;Male;No;Yes;Yes;62;Yes;No phone service;No;No;Yes;Yes;No internet service;No internet service;No;Two year;Yes;Credit card (automatic);77.15;4658.17;49-72 Months;1;Yes;75.13;
CUS103448;Male;No;No;No;28;No;No;No;Yes;Yes;No internet service;Yes;No internet service;No internet service;One year;Yes;Electronic check;57.16;1634.76;25-48 Months;2;Yes;58.38;
CUS103449;Male;No;Yes;Yes;19;Yes;Yes;No;No;No;No internet service;Yes;Yes;No internet service;Month-to-month;Yes;Bank transfer (automatic);65.43;887.09;13-24 Months;5;No;46.69;
CUS103450;Female;Yes;Yes;No;44;No;Yes;No;No internet service;No internet service;No internet service;No internet service;Yes;No;One year;Yes;Credit card (automatic);88.24;3889.46;25-48 Months;4;Yes;88.4;
CUS103451;Male;No;Yes;No;47;No;No phone service;DSL;No internet service;No internet service;Yes;Yes;No;No internet service;Two year;Yes;Credit card (automatic);74.87;3586.12;25-48 Months;3;Yes;76.3;
CUS103452;Male;No;No;Yes;66;No;No phone service;Fiber optic;No;No internet service;No;No;No internet service;Yes;Month-to-month;No;Mailed check;75.22;4965.36;49-72 Months;6;No;75.23;
CUS103453;Male;No;Yes;No;57;Yes;No phone service;No;No internet service;No internet service;No;Yes;No;No internet service;Month-to-month;Yes;Credit card (automatic);100.93;6342.16;49-72 Months;3;Yes;111.27;
CUS103454;Female;No;No;Yes;64;Yes;No phone service;DSL;No internet service;No internet service;No internet service;No internet service;No;Yes;Two year;Yes;Mailed check;89.01;5568.14;49-72 Months;1;Yes;87.0;
CUS103455;Female;No;Yes;Yes;31;No;No;No;Yes;Yes;No internet service;No internet service;Yes;No;Month-to-month;Yes;Mailed check;85.08;2679.5;25-48 Months;4;Yes;86.44;
CUS103456;Male;Yes;No;Yes;8;Yes;No phone service;No;No internet service;No internet service;No;No;No;No;One year;Yes;Bank transfer (automatic);48.55;411.33;0-12 Months;1;No;51.42;
CUS103457;Female;Yes;No;No;22;Yes;Yes;No;No;No;Yes;No;No internet service;Yes;Two year;Yes;Credit card (automatic);78.95;1821.33;13-24 Months;2;Yes;82.79;
CUS103458;Male;No;Yes;Yes;53;No;No phone service;Fiber optic;Yes;No internet service;Yes;No;Yes;No internet service;Month-to-month;No;Bank transfer (automatic);44.27;2251.91;49-72 Months;0;No;42.49;
CUS103459;Male;No;No;No;51;No;No phone service;No;No;No internet service;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);48.36;2688.64;49-72 Months;4;Yes;52.72;
CUS103460;Male;No;No;No;19;Yes;No phone service;Fiber optic;Yes;No;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;111.02;2008.86;13-24 Months;0;Yes;105.73;
