"customerID";"gender";"SeniorCitizen";"Partner";"Dependents";"tenure";"PhoneService";"MultipleLines";"InternetService";"OnlineSecurity";"OnlineBackup";"DeviceProtection";"TechSupport";"StreamingTV";"StreamingMovies";"Contract";"PaperlessBilling";"PaymentMethod";"MonthlyCharges";"TotalCharges";"Churn";"TenureMonthsBinned";"TotalServiceAddons";"HasPaperlessElectronicPayment";"AverageMonthlyChargePerTenure"
"3717-OFRTN";"Male";"No";"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Bank transfer (automatic)";19.75;19.75;"No";"0-12 Months";0;"No";19.75
"3719-TDVQB";"Female";"Yes";"Yes";"No";54;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Mailed check";18.95;1031.1;"No";"49-72 Months";0;"No";19.094444
"3720-DBRWL";"Male";"No";"Yes";"No";51;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";83.85;4307.1;"No";"49-72 Months";6;"No";84.452941
"3721-CNEYS";"Female";"No";"No";"No";2;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";70.95;137.95;"Yes";"0-12 Months";0;"Yes";68.975
"3721-CNZHX";"Male";"No";"No";"No";15;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";19.8;304.6;"No";"13-24 Months";0;"No";20.306667
"3721-WKIIL";"Female";"No";"No";"No";27;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Mailed check";19.6;561.15;"No";"25-48 Months";0;"No";20.783333
"3722-WPXTK";"Male";"No";"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";88.35;88.35;"Yes";"0-12 Months";2;"Yes";88.35
"3723-BFBGR";"Male";"Yes";"No";"No";24;"Yes";"Yes";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Credit card (automatic)";54.8;1291.3;"No";"13-24 Months";1;"No";53.804167
"3724-BSCVH";"Male";"No";"Yes";"Yes";10;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";20.45;242.4;"No";"0-12 Months";0;"No";24.24
"3724-UCSHY";"Male";"No";"Yes";"Yes";6;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19.55;122.9;"No";"0-12 Months";0;"No";20.483333
"3726-TBHQT";"Male";"No";"Yes";"Yes";71;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";114.0;8175.9;"No";"49-72 Months";6;"No";115.153521
"3727-JEZTU";"Female";"No";"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";20.4;20.4;"No";"0-12 Months";0;"No";20.4
"3727-OVPRY";"Male";"No";"Yes";"Yes";66;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Credit card (automatic)";25.7;1714.55;"No";"49-72 Months";0;"No";25.97803
"3727-OWVYD";"Male";"No";"No";"No";35;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"No";"No";"No";"One year";"No";"Mailed check";61.2;2021.2;"No";"25-48 Months";3;"No";57.748571
"3727-RJMEO";"Male";"No";"Yes";"No";6;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";82.85;460.25;"Yes";"0-12 Months";1;"Yes";76.708333
"3729-OWRVL";"Male";"Yes";"No";"No";65;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Electronic check";110.35;7246.15;"No";"49-72 Months";5;"Yes";111.479231
"3733-LSYCE";"Female";"No";"Yes";"No";15;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Bank transfer (automatic)";75.35;1114.55;"No";"13-24 Months";1;"No";74.303333
"3733-UOCWF";"Male";"Yes";"Yes";"No";61;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"No";"No";"One year";"Yes";"Bank transfer (automatic)";85.55;5251.75;"No";"49-72 Months";2;"No";86.094262
"3733-ZEECP";"Male";"No";"Yes";"Yes";22;"Yes";"No";"DSL";"No";"No";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Electronic check";51.1;1232.9;"No";"13-24 Months";1;"Yes";56.040909
"3736-BLEPA";"Male";"No";"No";"No";28;"Yes";"No";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"No";"One year";"Yes";"Bank transfer (automatic)";91.25;2483.65;"No";"25-48 Months";3;"No";88.701786
"3737-GCSPV";"Female";"No";"Yes";"No";11;"Yes";"Yes";"Fiber optic";"Yes";"No";"No";"Yes";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";96.2;1222.05;"Yes";"0-12 Months";3;"No";111.095455
"3737-XBQDD";"Male";"No";"No";"No";24;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";84.85;2048.8;"No";"13-24 Months";2;"No";85.366667
"3739-YBWAB";"Male";"No";"Yes";"No";36;"No";"No phone service";"DSL";"Yes";"No";"Yes";"No";"No";"No";"One year";"No";"Mailed check";35.35;1317.95;"No";"25-48 Months";2;"No";36.609722
"3740-RLMVT";"Male";"Yes";"Yes";"No";67;"Yes";"No";"DSL";"Yes";"Yes";"No";"Yes";"No";"No";"One year";"Yes";"Bank transfer (automatic)";60.95;4119.4;"No";"49-72 Months";3;"No";61.483582
"3744-ZBHON";"Female";"No";"No";"No";3;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Electronic check";20.2;65.95;"No";"0-12 Months";0;"No";21.983333
"3744-ZRRDZ";"Male";"No";"No";"No";21;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";82.35;1852.85;"Yes";"13-24 Months";1;"Yes";88.230952
"3745-HRPHI";"Male";"No";"Yes";"Yes";66;"No";"No phone service";"DSL";"No";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";54.65;3632.0;"No";"49-72 Months";4;"No";55.030303
"3746-EUBYR";"Male";"No";"Yes";"No";1;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";74.6;74.6;"Yes";"0-12 Months";0;"No";74.6
"3748-FVMZZ";"Male";"No";"No";"No";4;"No";"No phone service";"DSL";"No";"No";"No";"Yes";"No";"Yes";"Month-to-month";"Yes";"Electronic check";40.05;162.45;"No";"0-12 Months";2;"Yes";40.6125
"3750-CKVKH";"Male";"No";"No";"No";2;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";67.75;116.65;"Yes";"0-12 Months";0;"Yes";58.325
"3750-RNQKR";"Female";"No";"No";"No";12;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19.45;246.25;"No";"0-12 Months";0;"No";20.520833
"3750-YHRYO";"Male";"No";"Yes";"Yes";7;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";20.65;150.0;"No";"0-12 Months";0;"No";21.428571
"3751-KTZEL";"Female";"No";"No";"No";1;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"No";"Mailed check";35.05;35.05;"Yes";"0-12 Months";1;"No";35.05
"3752-CQSJI";"Female";"No";"Yes";"Yes";13;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";20.45;254.5;"No";"13-24 Months";0;"No";19.576923
"3753-TSEMP";"Female";"No";"Yes";"No";15;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"No";"Electronic check";88.15;1390.6;"Yes";"13-24 Months";2;"No";92.706667
"3754-DXMRT";"Male";"Yes";"No";"No";2;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";44.15;92.65;"Yes";"0-12 Months";0;"Yes";46.325
"3755-JBMNH";"Male";"Yes";"Yes";"No";16;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";71.8;1167.8;"Yes";"13-24 Months";0;"No";72.9875
"3756-VNWDH";"Male";"Yes";"Yes";"No";65;"Yes";"Yes";"Fiber optic";"Yes";"No";"No";"No";"Yes";"Yes";"One year";"Yes";"Electronic check";100.75;6674.65;"No";"49-72 Months";3;"Yes";102.686923
"3757-NJYBX";"Male";"Yes";"Yes";"No";32;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Bank transfer (automatic)";106.35;3520.75;"Yes";"25-48 Months";4;"No";110.023438
"3758-CKOQL";"Female";"No";"Yes";"No";59;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"One year";"Yes";"Credit card (automatic)";107.0;6152.3;"No";"49-72 Months";5;"No";104.276271
"3761-FLYZI";"Female";"Yes";"Yes";"No";65;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";108.8;7082.45;"No";"49-72 Months";4;"No";108.960769
"3763-GCZHZ";"Male";"No";"Yes";"No";66;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"Yes";"One year";"Yes";"Electronic check";104.05;6890.0;"Yes";"49-72 Months";4;"Yes";104.393939
"3764-MNMOI";"Male";"No";"No";"No";46;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";19.2;908.15;"No";"25-48 Months";0;"No";19.742391
"3765-JXVKY";"Female";"No";"No";"No";1;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";74.7;74.7;"Yes";"0-12 Months";1;"Yes";74.7
"3766-EJLFL";"Female";"No";"Yes";"Yes";68;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";109.05;7508.55;"No";"49-72 Months";5;"No";110.419853
"3768-NLUBH";"Male";"Yes";"Yes";"No";57;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Electronic check";100.6;5746.15;"Yes";"49-72 Months";3;"No";100.809649
"3768-VHXQO";"Male";"No";"Yes";"No";67;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";24.85;1583.5;"No";"49-72 Months";0;"No";23.634328
"3769-MHZNV";"Female";"No";"Yes";"Yes";33;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";20.1;670.35;"No";"25-48 Months";0;"No";20.313636
"3771-PZOBW";"Male";"No";"No";"No";20;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";90.7;1781.35;"No";"13-24 Months";2;"No";89.0675
"3774-VBNXY";"Female";"No";"Yes";"Yes";64;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";20.2;1277.75;"No";"49-72 Months";0;"No";19.964844
"3776-EKTKM";"Female";"Yes";"No";"No";1;"No";"No phone service";"DSL";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";36.45;36.45;"Yes";"0-12 Months";1;"Yes";36.45
"3777-XROBG";"Female";"No";"Yes";"Yes";58;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";19.55;1079.65;"No";"49-72 Months";0;"No";18.614655
"3778-FOAQW";"Female";"No";"Yes";"No";24;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";20.15;456.85;"No";"13-24 Months";0;"No";19.035417
"3779-OSWCF";"Female";"No";"Yes";"No";71;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Credit card (automatic)";93.2;6506.15;"No";"49-72 Months";6;"No";91.635915
"3780-DDGSE";"Male";"Yes";"Yes";"Yes";35;"Yes";"No";"DSL";"No";"Yes";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";76.05;2747.2;"No";"25-48 Months";4;"Yes";78.491429
"3780-YVMFA";"Female";"No";"Yes";"Yes";8;"Yes";"No";"DSL";"No";"No";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";68.55;564.35;"No";"0-12 Months";3;"Yes";70.54375
"3785-KTYSH";"Male";"No";"No";"No";53;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";24.6;1279.0;"No";"49-72 Months";0;"No";24.132075
"3785-NRHYR";"Male";"No";"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19.65;19.65;"No";"0-12 Months";0;"No";19.65
"3786-WOVKF";"Female";"Yes";"Yes";"No";72;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"Yes";"Yes";"One year";"Yes";"Bank transfer (automatic)";106.85;7677.4;"No";"49-72 Months";4;"No";106.630556
"3787-TRIAL";"Male";"No";"Yes";"Yes";21;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";26.05;565.75;"No";"13-24 Months";0;"Yes";26.940476
"3791-LGQCY";"Female";"Yes";"Yes";"No";56;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";100.65;5688.05;"Yes";"49-72 Months";3;"No";101.572321
"3793-MMFUH";"Female";"Yes";"No";"No";13;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";95.05;1290.0;"Yes";"13-24 Months";2;"Yes";99.230769
"3794-NFNCH";"Male";"No";"Yes";"No";30;"Yes";"No";"DSL";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";50.0;1474.9;"No";"25-48 Months";1;"No";49.163333
"3795-CAWEX";"Male";"No";"Yes";"Yes";70;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";116.55;8152.3;"No";"49-72 Months";6;"No";116.461429
"3795-GWTRD";"Female";"No";"Yes";"Yes";63;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Two year";"No";"Credit card (automatic)";75.55;4707.85;"No";"49-72 Months";5;"No";74.727778
"3796-ENZGF";"Male";"No";"Yes";"No";63;"Yes";"Yes";"DSL";"No";"Yes";"No";"Yes";"No";"Yes";"Two year";"No";"Mailed check";67.25;4234.15;"No";"49-72 Months";3;"No";67.20873
"3797-FKOGQ";"Male";"No";"No";"Yes";11;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";86.2;893.2;"No";"0-12 Months";1;"No";81.2
"3797-VTIDR";"Male";"No";"Yes";"No";1;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";23.45;23.45;"Yes";"0-12 Months";0;"Yes";23.45
"3798-EPWRR";"Female";"Yes";"No";"No";2;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";43.95;85.1;"No";"0-12 Months";0;"No";42.55
"3799-ISUZQ";"Male";"No";"Yes";"Yes";7;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";69.95;529.5;"Yes";"0-12 Months";0;"No";75.642857
"3800-LYTRK";"Female";"No";"No";"No";14;"Yes";"No";"DSL";"Yes";"No";"No";"Yes";"No";"No";"One year";"No";"Mailed check";55.7;795.15;"No";"13-24 Months";2;"No";56.796429
"3801-HMYNL";"Male";"No";"Yes";"Yes";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"No";"Mailed check";89.15;89.15;"Yes";"0-12 Months";2;"No";89.15
"3803-KMQFW";"Female";"No";"Yes";"Yes";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";20.55;20.55;"Yes";"0-12 Months";0;"No";20.55
"3804-RVTGV";"Male";"No";"Yes";"Yes";50;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";103.85;5017.9;"Yes";"49-72 Months";4;"No";100.358
"3806-DXQOM";"Female";"No";"No";"No";4;"No";"No phone service";"DSL";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";33.65;137.85;"Yes";"0-12 Months";2;"Yes";34.4625
"3806-YAZOV";"Female";"No";"No";"No";3;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";18.8;56.0;"No";"0-12 Months";0;"No";18.666667
"3807-BPOMJ";"Female";"No";"Yes";"No";55;"Yes";"No";"Fiber optic";"Yes";"No";"No";"No";"Yes";"Yes";"One year";"Yes";"Electronic check";94.75;5276.1;"No";"49-72 Months";3;"Yes";95.929091
"3807-XHCJH";"Female";"No";"Yes";"Yes";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Electronic check";20.0;20.0;"No";"0-12 Months";0;"No";20.0
"3808-HFKDE";"Female";"No";"No";"No";20;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";44.35;927.15;"No";"13-24 Months";0;"Yes";46.3575
"3810-DVDQQ";"Female";"No";"Yes";"Yes";72;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";117.6;8308.9;"No";"49-72 Months";6;"No";115.401389
"3810-PJUHR";"Male";"No";"Yes";"Yes";70;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";25.35;1715.15;"No";"49-72 Months";0;"No";24.502143
"3811-VBYBZ";"Male";"No";"No";"No";7;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";99.8;673.25;"Yes";"0-12 Months";3;"Yes";96.178571
"3812-LRZIR";"Female";"No";"Yes";"Yes";27;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Electronic check";24.5;761.95;"No";"25-48 Months";0;"No";28.22037
"3813-DHBBB";"Male";"No";"Yes";"No";67;"No";"No phone service";"DSL";"Yes";"Yes";"No";"Yes";"No";"Yes";"Two year";"Yes";"Bank transfer (automatic)";50.95;3521.7;"No";"49-72 Months";4;"No";52.562687
"3814-MLAXC";"Female";"No";"No";"No";31;"Yes";"Yes";"Fiber optic";"No";"No";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";79.85;2404.15;"Yes";"25-48 Months";1;"No";77.553226
"3815-SLMEF";"Female";"No";"No";"No";3;"No";"No phone service";"DSL";"Yes";"No";"No";"Yes";"No";"No";"Month-to-month";"No";"Mailed check";34.25;139.35;"Yes";"0-12 Months";2;"No";46.45
"3823-KYNQY";"Male";"No";"No";"No";12;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Credit card (automatic)";24.95;280.4;"No";"0-12 Months";0;"No";23.366667
"3824-RHKVR";"Female";"No";"No";"No";17;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Credit card (automatic)";19.7;340.35;"No";"13-24 Months";0;"No";20.020588
"3831-YCPUO";"Female";"No";"Yes";"Yes";72;"Yes";"No";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";109.5;7854.9;"No";"49-72 Months";6;"No";109.095833
"3834-XUIFC";"Male";"No";"No";"No";7;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Mailed check";85.2;602.55;"Yes";"0-12 Months";1;"No";86.078571
"3836-FZSDJ";"Male";"Yes";"Yes";"No";71;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";24.85;1901.0;"No";"49-72 Months";0;"No";26.774648
"3838-OZURD";"Male";"No";"Yes";"No";66;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";105.0;7133.25;"Yes";"49-72 Months";4;"No";108.079545
"3841-CONLJ";"Female";"No";"Yes";"No";1;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";35.0;35.0;"No";"0-12 Months";1;"No";35.0
"3841-NFECX";"Female";"Yes";"Yes";"No";71;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"No";"No";"Two year";"Yes";"Credit card (automatic)";96.35;6766.95;"No";"49-72 Months";4;"No";95.309155
"3842-IYKUE";"Female";"No";"No";"No";35;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"No";"Credit card (automatic)";85.3;2917.5;"Yes";"25-48 Months";2;"No";83.357143
"3842-QTGDL";"Male";"No";"Yes";"No";16;"Yes";"No";"Fiber optic";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Bank transfer (automatic)";80.75;1321.3;"No";"13-24 Months";2;"No";82.58125
"3845-FXCYS";"Male";"No";"No";"No";2;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Electronic check";19.65;31.2;"No";"0-12 Months";0;"Yes";15.6
"3845-JHAMY";"Female";"No";"Yes";"Yes";16;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";35.5;552.7;"No";"13-24 Months";1;"No";34.54375
"3847-BAERP";"Female";"No";"No";"No";10;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";20.9;247.0;"No";"0-12 Months";0;"No";24.7
"3850-OKINF";"Male";"No";"Yes";"Yes";71;"Yes";"Yes";"DSL";"Yes";"No";"No";"No";"Yes";"No";"One year";"Yes";"Electronic check";66.2;4692.55;"No";"49-72 Months";2;"Yes";66.092254
"3853-LYGAM";"Male";"No";"No";"No";17;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"Yes";"No";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";95.65;1640.0;"No";"13-24 Months";3;"No";96.470588
"3855-ONCAR";"Female";"No";"Yes";"Yes";4;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Mailed check";78.9;299.75;"No";"0-12 Months";1;"No";74.9375
"3858-VOBET";"Male";"No";"No";"No";23;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";74.95;1710.45;"Yes";"13-24 Months";0;"Yes";74.367391
"3858-XHYJO";"Female";"No";"Yes";"No";40;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"No";"Yes";"Yes";"One year";"No";"Bank transfer (automatic)";105.75;4228.55;"No";"25-48 Months";4;"No";105.71375
"3859-CVCET";"Female";"No";"No";"No";4;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";45.65;191.05;"Yes";"0-12 Months";0;"No";47.7625
"3863-IUBJR";"Male";"No";"Yes";"Yes";12;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"Yes";"One year";"No";"Credit card (automatic)";53.65;696.35;"Yes";"0-12 Months";1;"No";58.029167
"3863-QSTYI";"Male";"No";"No";"No";59;"Yes";"No";"DSL";"No";"No";"Yes";"Yes";"Yes";"No";"Month-to-month";"Yes";"Electronic check";64.65;3735.45;"No";"49-72 Months";3;"Yes";63.312712
"3865-QBWSJ";"Male";"Yes";"No";"Yes";38;"Yes";"Yes";"Fiber optic";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";80.45;3162.65;"No";"25-48 Months";1;"No";83.227632
"3865-YIOTT";"Male";"No";"Yes";"Yes";72;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"No";"Yes";"Yes";"One year";"Yes";"Bank transfer (automatic)";106.1;7848.5;"No";"49-72 Months";4;"No";109.006944
"3865-ZFZIB";"Male";"No";"No";"No";19;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";19.65;358.15;"No";"13-24 Months";0;"No";18.85
"3865-ZYKAD";"Male";"Yes";"Yes";"No";69;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";84.9;5785.65;"No";"49-72 Months";2;"No";83.85
"3866-MDTUB";"Female";"No";"No";"No";2;"Yes";"No";"DSL";"Yes";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";70.75;146.9;"Yes";"0-12 Months";3;"Yes";73.45
"3870-MQAMG";"Female";"No";"Yes";"No";54;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"One year";"No";"Electronic check";110.35;5893.15;"Yes";"49-72 Months";5;"No";109.132407
"3870-SPZSI";"Female";"No";"Yes";"Yes";70;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";113.05;7869.05;"No";"49-72 Months";6;"No";112.415
"3871-IKPYH";"Male";"Yes";"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";69.1;69.1;"Yes";"0-12 Months";0;"No";69.1
"3873-NFTGI";"Male";"No";"No";"No";14;"Yes";"Yes";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";55.5;767.55;"No";"13-24 Months";1;"No";54.825
